rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
16477,AI,Kidwai Memorial Institute of Oncolgy,M.D. (PATHOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16479,AD,"GMERS Medical College and Hospital,",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16480,-,-,-,-,-,-,-,-,AD,"Sandhya Hospital, Vellore Tamil Nad ,NO 565, PHASE 1, 16 TH CROSS, SATHUVACHARY, VELLORE 632009, Tamil Nadu, 632009",(NBEMS) Obstetrics and Gynaecology,Open,OBC,147,Fresh Allotted in 3nd Round
16481,AD,"Asha Hospital,",(NBEMS) PSYCHIATRY,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16482,-,-,-,-,AI,"HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN",M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,No Upgradation
16483,AD,"The Eye Foundation,",(NBEMS) OPHTHALMOLOGY,Not Reported,AD,"Ahalia Foundation Eye Hospital,",(NBEMS) OPHTHALMOLOGY,Reported,AD,"The Eye Foundation,,582A D B Road, R S Puram, Coimbatore-641002, Tamil Nadu, 641002",(NBEMS) OPHTHALMOLOGY,Open,General,8,Upgraded
16484,AD,"Apollo Gleneagles Hospital,",(NBEMS) Emergency Medicine,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16486,-,-,-,-,AI,"PATNA MEDICAL COLLEGE, PATNA",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,No Upgradation
16487,AI,"Regional Institute of Medical Sciences, Imphal",M.D. (ANAESTHESIOLOGY ),Not Reported,AI,"S.V. Medical College, Tirupathi",M.D. (ANAESTHESIOLOGY ),Reported,AI,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (ANAESTHESIOLOGY ),EWS,EWS,197,Upgraded
16488,PS,KALINGA INSTITUTE OF MEDICAL SCIENCES,M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16489,AI,RAICHUR INSTITUTE OF MEDICAL SCIENCES,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16490,-,-,-,-,-,-,-,-,AI,"Osmania Medical Collge,5-1- 876, Turrebaz Khan Rd, Troop Bazaar, Koti, Hyderabad, Telangana, Telangana, 500095",M.S. (OPHTHALMOLOGY),OBC,OBC,133,Fresh Allotted in 3nd Round
16492,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",M.D. (ANAESTHESIOLOGY ),Reported,AI,Rangaraya Medical College,M.D. (ANAESTHESIOLOGY ),Reported,AI,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.,Sri Venkateswara Institute of Medical Sciences, SVIMS, Alipiri Road, Tirupati, Andhra Pradesh, 517507",M.D. (ANAESTHESIOLOGY ),Open,EWS,62,Upgraded
16494,-,-,-,-,AI,North Bengal Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,No Upgradation
16495,AI,"GOVERNMENT MEDICAL COLLEGE, AZAMGARH",M.D. (ANAESTHESIOLOGY ),Reported,AI,"Gandhi Medical College, Bhopal",M.D. (ANAESTHESIOLOGY ),Reported,AI,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",M.D. (ANAESTHESIOLOGY ),Open,General,11,Upgraded
16497,AI,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA",M.S. (E.N.T.),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16499,AD,"Max Super Specialty Hospital, (Formerly- Pushpanjali Crosslay Hospital)",(NBEMS) GENERAL SURGERY,Not Reported,AI,Late Baliram Kashyap Memorial Govt Medical Dimrapal,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Seat Surrendered,-,-,-,-,-,-,Not Allotted.
16501,AI,"Atal Bihari Vajpayee Government Medical College, Vidisha",M.D. (FORENSIC MEDICINE),Not Reported,AD,"Fortis Hospital,",(NBEMS) Neuro Surgery (Direct 6 Years Course),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
16505,AI,"Government Medical College, Cuddalore District",M.S. (ORTHOPAEDICS),Not Reported,AI,Agartala Government Medical College,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Reported,AI,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE, Tamil Nadu, 625020",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),EWS,EWS,673,Upgraded
16507,AI,"S.V. Medical College, Tirupathi",M.S. (E.N.T.),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16511,AD,"Peerless Hospital and B K Roy Research Centre,",(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16512,AD,"Lisie Medical Institution,",(NBEMS) ORTHOPAEDICS,Reported,-,-,-,-,AD,"Medical Trust Hospital, ,M.G. Road Pallimukku Cochin, Kerala, 682016",(NBEMS) ORTHOPAEDICS,Open,OBC,3,Upgraded
16513,MM,Hamdard Institute of Medical Sciences and Research,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16514,AD,"IQRAA International Hospital and Research Centre,",(NBEMS) FAMILY MEDICINE,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16516,-,-,-,-,AD,Bombay Hospital,(NBEMS) GENERAL SURGERY,Reported,AD,"Jupiter Lifeline Hospital,,Jupiter Lifeline Hospital, Sr No 142/12, And 143/1/4/5, Near Prathamesh Park, Baner, Pune, Maharasht, Maharashtra, 411045",(NBEMS) GENERAL SURGERY,Open,OBC,1049,Upgraded
16518,AD,"Care Hospital,",(NBEMS) Emergency Medicine,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16519,AD,"Holy Family Hospital,",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Not Reported,PS,"Kasturba Medical College Mangalore, Manipal Academy of Higher Education, Mangalore",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,AI,"GOA MEDICAL COLLEGE,Bambolim, Goa, Goa, 403202",M.D. (ANAESTHESIOLOGY ),Open,General,61,Upgraded
16520,-,-,-,-,AI,"Gandhi Medical College, Bhopal",M.D. (ANAESTHESIOLOGY ),Reported,AD,"Bhaktivedanta Hospital and Research Institute, ,Bhaktivedanta Hospital and Research Institute,Srishti Complex, Bhaktivedanta Swami Marg, Mira Road E, Maharashtra, 401107",(NBEMS) OPHTHALMOLOGY,Open,General,398,Upgraded
16521,-,-,-,-,AI,SHYAM SHAH MEDICAL COLLEGE,M.S. (OPHTHALMOLOGY),Reported,AI,"Gauhati Medical College, Guwahati,Gauhati Medical College, Guwahati, Assam, 781032",M.S. (ORTHOPAEDICS),OBC,OBC,58,Upgraded
16522,AI,KING GEORGES MEDICAL UNIVERSITY,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16524,AD,"Dr. Babasaheb Ambedkar Central Railway Hospital,",(NBEMS-DIPLOMA) PAEDIATRICS,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16525,PS,"SBKS Medical College and Research Centre, Vadodara",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16526,AD,"S. K. S. Hospital,",(NBEMS) Emergency Medicine,Not Reported,-,-,-,-,AD,"Medicover Hospitals MVP, Andhra Pradesh,1-1-83,NH16 Main road,Sector- 6,Venkojipalem, Visakhapatnam, Andhra Pradesh, Andhra Pradesh, 530017",(NBEMS) Respiratory Medicine,Open,OBC,402,Fresh Allotted in 3nd Round
16527,AD,"Medanta The Medicity,",(NBEMS) RADIATION ONCOLOGY,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16528,AI,Osmania Medical Collge,M.D. (Radiotherapy/ Radiation Oncology),Not Reported,AI,GANDHI MEDICAL COLLEGE,M.S. (E.N.T.),Reported,-,-,-,-,-,-,No Upgradation
16530,AD,"K.E.M. Hospital,",(NBEMS-DIPLOMA) Tuberculosis and CHEST DISEASES,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16532,AD,"Indraprastha Apollo Hospital,",(NBEMS) ANAESTHESIOLOGY,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16533,-,-,-,-,-,-,-,-,AI,"Assam Medical College,Assam Medical College, Assam, 786002",M.S. (ORTHOPAEDICS),OBC,OBC,48,Fresh Allotted in 3nd Round
16534,DU,Lady Hardinge Medical College,M.S. (OPHTHALMOLOGY),Not Reported,DU,Lady Hardinge Medical College,M.S. (OPHTHALMOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
16535,AI,KING GEORGES MEDICAL UNIVERSITY,M.D. (ANAESTHESIOLOGY ),Not Reported,AD,"Mumbai Port Trust Hospital,",(NBEMS) GENERAL SURGERY,Reported,AI,"R G KAR MEDICAL COLLEGE, West Bengal,R G KAR MEDICAL COLLEGE,1 KHUDIRAM BOSE SARANI,KOLKATA, West Bengal, West Bengal, 700004",M.S. (GENERAL SURGERY),OBC,OBC,42,Upgraded
16536,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",M.D. (PSYCHIATRY),Not Reported,-,-,-,-,AI,"Govt. Medical College Akola,Govt. Medical College Akola, Maharashtra, 444001",M.S. (E.N.T.),Open,General,1212,Fresh Allotted in 3nd Round
16537,-,-,-,-,AD,"Aadhar Health Institute, (A UNIT OF VLCOM HEALTHCARE P LTD.)",(NBEMS) GENERAL SURGERY,Reported,AD,"Artemis Health Institute, ,Sector 51, Gurugram, Haryana -122001, Haryana, 122001",(NBEMS) GENERAL SURGERY,Open,General,358,Upgraded
16538,-,-,-,-,-,-,-,-,AD,"Tomo Riba Institute of Health and Medical Sciences,,TRIHMS. Old Assembly Block. Near Rajiv Gandhi Stadium. Naharlagun- 791110. Arunachal Pradesh, Arunachal Pradesh, 791110",(NBEMS) Obstetrics and Gynaecology,Open,General,275,Fresh Allotted in 3nd Round
16539,AD,"St. Stephen`s Hospital,",(NBEMS) FAMILY MEDICINE,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16540,-,-,-,-,AI,"B.J.Government Medical College, Pune",M.D. (ANAESTHESIOLOGY ),Seat Surrendered,-,-,-,-,-,-,Did not fill up fresh choices.
16541,AD,"Yatharth Superspeciality Hospitals, Uttar Pradesh",(NBEMS) GENERAL SURGERY,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16542,-,-,-,-,-,-,-,-,AI,"Employees' State Insurance Corporation Medical College & Hospital, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",M.D. (ANAESTHESIOLOGY ),Open,EWS,7,Fresh Allotted in 3nd Round
16544,-,-,-,-,AI,Government Medical College Kota,M.D. (ANAESTHESIOLOGY ),Reported,AI,"Govt. Doon Medical College, Dehradun,Govt. Doon Medical College Dehrakhas, Patel Nagar Dehradun 248001, Uttarakhand, 248001",M.D. (ANAESTHESIOLOGY ),Open,General,52,Upgraded
16545,AI,"ESIC MEDICAL COLLEGE, JOKA",M.S. (ORTHOPAEDICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16547,AD,"Fortis Escorts Heart Institute,",(NBEMS) Cardio Vascular and Thoracic Surgery (Direct 6 Years Course),Not Reported,AD,"Fortis Escorts Hospital,",(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,-,-,No Upgradation
16548,-,-,-,-,AI,"Rims Medical College, Ongole,",M.S. (E.N.T.),Reported,AI,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517501",M.S. (E.N.T.),Open,General,56,Upgraded
16549,PS,"Kasturba Medical College Mangalore, Manipal Academy of Higher Education, Mangalore",M.S. (ORTHOPAEDICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16550,AD,"Surya Mother and Child Superspeciality Hospital,",(NBEMS-DIPLOMA) PAEDIATRICS,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16552,AI,"Siddhartha Medical College, Vijayawada",M.D. (ANAESTHESIOLOGY ),Reported,AI,GANDHI MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,Not Allotted.
16553,AD,"Apollo Hospital,",(NBEMS) ORTHOPAEDICS,Not Reported,AD,"Ganga Medical Centre and Hospital,",(NBEMS) ORTHOPAEDICS,Reported,AI,"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.S. (ORTHOPAEDICS),OBC,OBC,76,Upgraded
16555,BH,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.S. (ORTHOPAEDICS),Seat Surrendered,-,-,-,-,BH,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.S. (GENERAL SURGERY),Open,SC,7,Fresh Allotted in 3nd Round
16556,-,-,-,-,-,-,-,-,AD,"Sarji Hospital, ,RMR RAOD PARK EXTENSION sHIVAMOGGA-577201, Karnataka, 577201",(NBEMS) Obstetrics and Gynaecology,Open,General,22,Fresh Allotted in 3nd Round
16558,-,-,-,-,-,-,-,-,AD,"Santokbha Durlabhji Memorial Hospital Cum Medical Research Institute, ,dnb.sdmh@gmail.com, Rajasthan, 302015",(NBEMS) ORTHOPAEDICS,Open,General,7,Fresh Allotted in 3nd Round
16559,-,-,-,-,AI,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,M.D. (PSYCHIATRY),Reported,AI,"Government Medical College Kota,Government Medical College Kota, Rajasthan, 324005",M.D. (PSYCHIATRY),OBC,OBC,45,Upgraded
16560,PS,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16561,AD,"ESIC Medical College Hospital and Super Specialty Hospital,",(NBEMS) FAMILY MEDICINE,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
16563,AI,Rajiv Gandhi Institute of Medical Sciences Srikakulam,M.D. (PSYCHIATRY),Not Reported,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (PATHOLOGY),Reported,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (PATHOLOGY),Open,General,58,Upgraded
16564,-,-,-,-,AI,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,Not Allotted.
16566,AD,"Aadhar Health Institute, (A UNIT OF VLCOM HEALTHCARE P LTD.)",(NBEMS) ORTHOPAEDICS,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16567,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (ANAESTHESIOLOGY ),Not Reported,AD,"Shri Dada Dev Matri Avum Shishu Chikitsalaya,",(NBEMS-DIPLOMA) PAEDIATRICS,Reported,AD,"ESI Hospital, ,IG ESI HOSPITAL JHILMIL DELHI - 95, Delhi (NCT), 110095",(NBEMS-DIPLOMA) PAEDIATRICS,OBC,OBC,329,Upgraded
16568,-,-,-,-,AI,"Sarojini Naidu Medical College, AGRA",M.D. (Radiotherapy/ Radiation Oncology),Reported,-,-,-,-,-,-,No Upgradation
16571,-,-,-,-,AD,"K C General Hospital,",(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,-,-,No Upgradation
16572,AI,Kakatiya Medical College,M.S. (GENERAL SURGERY),Not Reported,AI,Kakatiya Medical College,M.S. (GENERAL SURGERY),Seat Surrendered,-,-,-,-,-,-,Not Allotted.
16574,AI,Indira Gandhi Medical College Shimla,M.S. (E.N.T.),Reported,AI,"Government Mohan Kumaramangalam Medical College, Salem",M.D. (PSYCHIATRY),Reported,AI,"Government Kilpauk Medical College,Government Kilpauk Medical College Poonthamalli main roadl, Kilpauk, Chennai 10, Tamil Nadu, 600010",M.S. (E.N.T.),OBC,OBC,4,Upgraded
16575,-,-,-,-,AI,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (ANAESTHESIOLOGY ),Reported,AD,"Purba Medinipur District Hospital, ,PO - TAMLUK, PS - TAMLUK, DIST - PURBA MEDINIPUR, West Bengal, 721636",(NBEMS) Obstetrics and Gynaecology,OBC,OBC,156,Upgraded
16576,AD,"Sir Hurkisondas Nurrotumdas Hospital and Research Centre,",(NBEMS) Emergency Medicine,Not Reported,AD,"Apollo Hospital International,",(NBEMS) Emergency Medicine,Seat Surrendered,-,-,-,-,-,-,Did not fill up fresh choices.
16579,AD,"Kamalnayan Bajaj Hospital (Marathwada Medical and Research Institutes),",(NBEMS) Emergency Medicine,Not Reported,AD,"Bhabha Atomic Research Centre and Hospital,",(NBEMS) OPHTHALMOLOGY,Reported,AI,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (OPHTHALMOLOGY),OBC,OBC,606,Upgraded
16581,-,-,-,-,AI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
16584,AD,Choithram Hospital and Research Centre,(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,AD,"Sanjay Gandhi Memorial Hospital, , ,Sanjay Gandhi Memorial Hospital S-Block, Near Bus Terminal, Mangolpuri, North West, Delhi - 110083, Delhi (NCT), 110083",(NBEMS) GENERAL SURGERY,EWS,EWS,26,Upgraded
16586,PS,"Bharati Vidyapeeth (Deemed to be University) Medical College and Hospital, Sangli",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16589,AD,"Sri Sankaradeva Nethralaya,",(NBEMS) OPHTHALMOLOGY,Reported,-,-,-,-,AD,"Narayana Netralaya, Narayana Health City Narayana Hrudayalaya Campus ,258 A, Narayana Health City, Bommasandra, Hosur Road, Anekal Taluk, Bangalore, Karnataka, 560099",(NBEMS) OPHTHALMOLOGY,Open,General,7,Upgraded
16590,AI,GOVT MEDICAL COLLEGE KOTTAYAM,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16591,-,-,-,-,AI,GAJRA RAJA MEDICAL COLLEGE GWALIOR,M.D. (Radiotherapy/ Radiation Oncology),Reported,AI,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College, Sadiq Road, Faridkot, Punjab, 151203",M.D. (Radiotherapy/ Radiation Oncology),Open,General,82,Upgraded
16595,-,-,-,-,AI,Government Medical College Kota,M.D. (ANAESTHESIOLOGY ),Reported,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (ANAESTHESIOLOGY ),Open,General,13,Upgraded
16596,AI,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (ANAESTHESIOLOGY ),Reported,AI,KING GEORGES MEDICAL UNIVERSITY,M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
16597,AD,"Ganga Medical Centre and Hospital,",(NBEMS) ORTHOPAEDICS,Not Reported,-,-,-,-,AD,"Preethi Hospital, ,50, Melur Main Road, Uthangudi, Madurai - 625107, Tamil Nadu, 625107",(NBEMS) ORTHOPAEDICS,Open,OBC,60,Fresh Allotted in 3nd Round
16598,AI,"Siddhartha Medical College, Vijayawada",M.S. (E.N.T.),Seat Surrendered,-,-,-,-,AI,"Tirunelveli Medical College,THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND,TIRUNELVELI -11, Tamil Nadu, 627011",M.S. (E.N.T.),OBC,OBC,172,Fresh Allotted in 3nd Round
16599,AD,"Medical Trust Hospital,",(NBEMS) Neuro Surgery (Direct 6 Years Course),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16600,-,-,-,-,-,-,-,-,AI,"Govt. Medical College Akola,Govt. Medical College Akola, Maharashtra, 444001",M.S. (E.N.T.),Open,General,588,Fresh Allotted in 3nd Round
16601,-,-,-,-,AI,KURNOOL MEDICAL COLLEGE,M.D. (ANAESTHESIOLOGY ),Reported,AI,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",M.S. (OPHTHALMOLOGY),Open,General,390,Upgraded
16605,-,-,-,-,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (Radiotherapy/ Radiation Oncology),Reported,-,-,-,-,-,-,No Upgradation
16608,AD,"St. Stephen`s Hospital,",(NBEMS) ANAESTHESIOLOGY,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16609,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (ANAESTHESIOLOGY ),EWS,EWS,119,Upgraded
16611,AD,"Apollo Specialty Hospital,",(NBEMS) RADIATION ONCOLOGY,Reported,AI,ESIC Medical College and PGIMSR,M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,No Upgradation
16612,-,-,-,-,-,-,-,-,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (PATHOLOGY),Open,General,65,Fresh Allotted in 3nd Round
16613,PS,"Bharati Vidyapeeth Deemed to be University Medical College,Pune",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16615,AD,"Vishnuprasad Nandrai Desai Municipal General Hospital, Maharashtra",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Reported,AD,"Dr. R N Cooper Municipal General Hospital, (Associated with H B T (Hinduhridayasamrat Balasaheb Thackeray) medical College)",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-,No Upgradation
16616,AI,"Srirama Chandra Bhanja Medical College, CUTTACK",M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16619,AI,Government Medical College Kozhikode,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Reported,-,-,-,-,AI,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),SC,SC,6,Upgraded
16621,AI,"College of Medicine and JNM Hospital, WBUHS",M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16622,-,-,-,-,-,-,-,-,AI,"Burdwan Medical College, West Bengal,Burdwan Medical College, West Bengal, West Bengal, 713104",M.S. (GENERAL SURGERY),OBC,OBC,318,Fresh Allotted in 3nd Round
16625,AD,"Manipal Hospital Whitefield,",(NBEMS) GENERAL SURGERY,Not Reported,AI,Thiruvarur Govt.Medical College,M.S. (GENERAL SURGERY),Reported,AI,"INDIRA GANDHI MEDICAL COLLEGE AND RESEARCH INSTITUTE, PUDUCHERRY,INDIRA GANDHI MEDICAL COLLEGE AND RESEARCH INSTITUTE, PUDUCHERRY, Puducherry, 605009",M.S. (GENERAL SURGERY),EWS,EWS,42,Upgraded
16627,AI,Shri Vasantrao Naik Govt Medical College Yavatmal,M.S. (E.N.T.),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
16628,AD,"Saifee Hospital,",(NBEMS) GENERAL SURGERY,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16632,-,-,-,-,-,-,-,-,AI,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.S. (ORTHOPAEDICS),OBC,OBC,126,Fresh Allotted in 3nd Round
16634,PS,"Kasturba Medical College Manipal, Manipal Academy Of Higher Education, Manipal",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
16636,-,-,-,-,AD,"Kerala Institute of Medical Sciences,",(NBEMS) GENERAL SURGERY,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
16638,AD,"Jupiter Lifeline Hospital,",(NBEMS) ORTHOPAEDICS,Not Reported,AD,"Sahyadri Super Specialty Hospital,",(NBEMS) Neuro Surgery (Direct 6 Years Course),Reported,-,-,-,-,-,-,No Upgradation
16641,AI,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,DIP.IN GYNAE. and OBST.,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
16643,-,-,-,-,-,-,-,-,PS,"K S Hegde Medical Academy, Mangaluru,K S Hegde Medical Academy, Nithyanandanagar, Deralakatte, Mangaluru, Karnataka, 575018",M.D. (GENERAL MEDICINE),Open,General,3,Fresh Allotted in 3nd Round
16646,AD,"Cosmopolitan Hospital,",(NBEMS) GENERAL SURGERY,Not Reported,AD,"The Voluntary Health Services and Medical Centre,",(NBEMS) GENERAL SURGERY,Reported,AD,"Baby Memorial Hospital, ,Indira Gandhi Road Kozhikode, Kerala, 673004",(NBEMS) GENERAL SURGERY,Open,General,68,Upgraded
16647,-,-,-,-,AI,"GOVT MEDICAL COLLEGE,THRISSUR",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,No Upgradation
16650,AD,"Saifee Hospital,",(NBEMS) GENERAL SURGERY,Reported,AD,"Dr. L H Hiranandani Hospital,",(NBEMS) GENERAL SURGERY,Reported,-,-,-,-,-,-,No Upgradation
16651,AI,"PATNA MEDICAL COLLEGE, PATNA",DIP.IN MEDICAL RADIO-DIAGNOSIS,Not Reported,AD,"B.R. Singh Hospital and Centre for Medical Education and Research,",(NBEMS) GENERAL MEDICINE,Seat Surrendered,AI,"PATNA MEDICAL COLLEGE, PATNA,PATNA MEDICAL COLLEGE, PATNA, Bihar, 800004",DIP.IN MEDICAL RADIO-DIAGNOSIS,SC,SC,11,Fresh Allotted in 3nd Round
16652,AD,"Medanta The Medicity,",(NBEMS) Otorhinolaryngology (E.N.T.),Not Reported,AI,"Government Medical College, Aurangabad",M.D. (ANAESTHESIOLOGY ),Reported,AI,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (ANAESTHESIOLOGY ),Open,General,142,Upgraded
