rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
1,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2,AI,Government Medical College Kozhikode,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
3,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
4,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
5,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
6,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Seat Surrendered,-,-,-,-,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO-DIAGNOSIS),Open,General,2,Fresh Allotted in 3nd Round
7,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
8,AI,Bangalore Medical College and Research Institute,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
9,AI,MADRAS MEDICAL COLLEGE,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
10,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Seat Surrendered,-,-,-,-,DNB Quota,"Metro Heart Institute with Multispecialty, ,SECTOR 16A, Faridabad, Haryana, Haryana, 121002",(NBEMS) GENERAL MEDICINE,Open,OBC,2,Fresh Allotted in 3nd Round
11,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
12,AI,MADRAS MEDICAL COLLEGE,OBGY,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
13,AI,Government medical college patiala.,GMED,Not Reported,All India,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
14,AI,"Vardhman Mahavir Medical College, , New Delhi",OBGY,Not Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",OBGY,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
15,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
16,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
17,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
18,AI,"Sawai Man Singh Medical College, JAIPUR",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
19,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
20,AI,Government Medical College Kozhikode,DV-L,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
21,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
22,AI,Osmania Medical Collge,GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
23,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
24,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
25,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
26,AI,Bangalore Medical College and Research Institute,GMED,Reported,-,-,-,-,All India,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",M.D. (GENERAL MEDICINE),Open,General,1,Upgraded
27,AI,"Srirama Chandra Bhanja Medical College, CUTTACK",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
28,AI,MADRAS MEDICAL COLLEGE,RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
29,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",DV-L,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
30,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,All India,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",M.D. (GENERAL MEDICINE),Open,General,1,Upgraded
31,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
32,AI,Sanjay Gandhi Postgarduate Institute of Medical Sciences,N-ME,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
33,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
34,AI,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
35,AI,Government Medical College Kozhikode,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
36,AI,Lady Hardinge Medical College,PAED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
37,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
38,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
39,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
40,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO-DIAGNOSIS),Open,General,7,Upgraded
41,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
42,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
43,-,-,-,-,All India,"Government Medical College, Rajamahendravaram",GSUR,Reported,DNB Quota,"Narayana Netralaya, Narayana Health City Narayana Hrudayalaya Campus ,258 A, Narayana Health City, Bommasandra, Hosur Road, Anekal Taluk, Bangalore, Karnataka, 560099",(NBEMS) OPHTHALMOLOGY,Open,General,1,Upgraded
44,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
45,AI,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
46,AI,Maulana Azad Medical College,RADD,Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
47,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
48,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
49,AI,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
50,AI,Bangalore Medical College and Research Institute,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
51,AI,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
52,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
53,AI,Maulana Azad Medical College,RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
54,AI,"Vardhman Mahavir Medical College, , New Delhi",ORTH,Seat Surrendered,-,-,-,-,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (ORTHOPAEDICS),Open,General,1,Fresh Allotted in 3nd Round
55,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Seat Surrendered,-,-,-,-,All India,"Indira Gandhi Institute of Medical Sciences, Patna,Indira Gandhi Institute of Medical Sciences, Patna, Bihar, 800014",M.D. (GENERAL MEDICINE),Open,EWS,1,Fresh Allotted in 3nd Round
56,AI,Lady Hardinge Medical College,OBGY,Not Reported,All India,Maulana Azad Medical College,OPTH,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
57,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
58,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Not Reported,All India,"Government Medical College, Aurangabad",GMED,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
59,AI,Osmania Medical Collge,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
60,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
61,AI,Maulana Azad Medical College,GMED,Reported,All India,Lady Hardinge Medical College,GMED,Reported,-,-,-,-,-,-,No Upgradation
62,AI,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
63,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Reported,All India,"Government Medical College, Aurangabad",RADD,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
64,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
65,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
67,AI,MADRAS MEDICAL COLLEGE,GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
68,AI,"Sawai Man Singh Medical College, JAIPUR",RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
69,AI,"Government Medical College, Nagpur",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
70,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
71,AI,GOVT MEDICAL COLLEGE KOTTAYAM,GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
72,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
73,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
74,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
75,AI,Lady Hardinge Medical College,GMED,Reported,All India,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,No Upgradation
76,AI,Osmania Medical Collge,GMED,Reported,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,GMED,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
77,AI,Lady Hardinge Medical College,GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
78,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
79,AI,Government Medical College Kozhikode,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
80,AI,Bangalore Medical College and Research Institute,RADD,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
81,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
82,AI,Bangalore Medical College and Research Institute,GMED,Reported,All India,"Sawai Man Singh Medical College, JAIPUR",GMED,Reported,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,3,Upgraded
83,AI,Lady Hardinge Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
84,IP,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
85,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",RADD,Not Reported,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",RADD,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
86,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
87,AI,Government Medical College Kozhikode,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
88,AI,Government Medical College Kozhikode,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
89,AI,"Vardhman Mahavir Medical College, , New Delhi",GMED,Reported,-,-,-,-,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (RADIO-DIAGNOSIS),Open,EWS,6,Upgraded
90,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
91,AI,"Vardhman Mahavir Medical College, , New Delhi",DV-L,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
92,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
93,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
94,AI,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
95,AI,"Grant Medical College, Maharashtra",GSUR,Seat Surrendered,-,-,-,-,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharashtra, 400008",M.D. (RADIO-DIAGNOSIS),Open,General,3,Fresh Allotted in 3nd Round
96,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,RADD,Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
98,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
99,AI,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
100,AI,Sanjay Gandhi Postgarduate Institute of Medical Sciences,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
101,AI,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM",RADD,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
102,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,DV-L,Seat Surrendered,-,-,-,-,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PHARMACOLOGY),Open,General,1,Fresh Allotted in 3nd Round
104,AI,Sanjay Gandhi Postgarduate Institute of Medical Sciences,RADD,Reported,All India,Maulana Azad Medical College,RADD,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
105,DU,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
107,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",GMED,Reported,All India,Lady Hardinge Medical College,GMED,Reported,-,-,-,-,-,-,No Upgradation
108,AI,Lady Hardinge Medical College,RADD,Reported,All India,Maulana Azad Medical College,RADD,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
109,AI,MADRAS MEDICAL COLLEGE,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
110,AI,Maulana Azad Medical College,GSUR,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
112,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
113,AI,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
114,AI,"GOVT MEDICAL COLLEGE,THRISSUR",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
115,DU,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
116,AI,University College of Medical Sciences,RADD,Reported,All India,Lady Hardinge Medical College,RADD,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
117,AI,MADRAS MEDICAL COLLEGE,PAED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
118,AI,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
119,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,GMED,Reported,-,-,-,-,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,4,Upgraded
120,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",RADD,Not Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",RADD,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
121,AI,Lady Hardinge Medical College,PAED,Reported,-,-,-,-,All India,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOG Y)",Open,General,1,Upgraded
122,AI,"Grant Medical College, Maharashtra",RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
123,AI,Maulana Azad Medical College,GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
124,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
125,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",GMED,Reported,-,-,-,-,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (GENERAL MEDICINE),Open,OBC,2,Upgraded
126,DU,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
127,AI,Government Medical College Kozhikode,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
129,AI,Government Medical College Kozhikode,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
131,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
132,AI,Government Medical College Kozhikode,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
133,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
134,AI,"Sawai Man Singh Medical College, JAIPUR",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
135,AI,"Sawai Man Singh Medical College, JAIPUR",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
136,AI,Andhra Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
137,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
138,AI,Government Medical College Kozhikode,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
139,AD,"Sir Ganga Ram Hospital,",DMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
140,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
141,DU,Maulana Azad Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
142,AI,"Vardhman Mahavir Medical College, , New Delhi",DV-L,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
143,AI,"Grant Medical College, Maharashtra",RADD,Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",RADD,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
144,AI,MADRAS MEDICAL COLLEGE,RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
145,AI,"Grant Medical College, Maharashtra",RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
146,AI,Osmania Medical Collge,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
147,DU,Lady Hardinge Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
148,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Seat Surrendered,-,-,-,-,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO-DIAGNOSIS),Open,General,8,Fresh Allotted in 3nd Round
149,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
150,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GMED,Reported,-,-,-,-,All India,"ESIC Medical College & Hospital, Faridabad,NH3 NIT FARIDABAD, Haryana, 121001",M.D. (GENERAL MEDICINE),Open,General,4,Upgraded
151,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
152,AI,Osmania Medical Collge,RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
153,AI,MADRAS MEDICAL COLLEGE,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
154,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
155,AI,IPGME&R and SSKM Hospital Kolkata,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
156,AI,MADRAS MEDICAL COLLEGE,RADD,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
157,AI,NIZAMS INSTITUTE OF MEDICAL SCIENCES,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
158,AI,University College of Medical Sciences,RADD,Reported,All India,"Grant Medical College, Maharashtra",RADD,Reported,-,-,-,-,-,-,No Upgradation
160,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
161,AI,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",GMED,Not Reported,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",GMED,Reported,-,-,-,-,-,-,No Upgradation
162,AI,Bangalore Medical College and Research Institute,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
163,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
164,AI,University College of Medical Sciences,GMED,Not Reported,All India,University College of Medical Sciences,GMED,Not Reported,-,-,-,-,-,-,Not Allotted.
166,AI,University College of Medical Sciences,RADD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
167,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
168,AI,STANLEY MEDICAL COLLEGE,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
169,AI,GOVT MEDICAL COLLEGE KOTTAYAM,GMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
170,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
171,AI,MADRAS MEDICAL COLLEGE,OBGY,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
172,AI,"Vardhman Mahavir Medical College, , New Delhi",GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
173,AI,GANDHI MEDICAL COLLEGE,GSUR,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
174,AI,GANDHI MEDICAL COLLEGE,GMED,Reported,-,-,-,-,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (GENERAL MEDICINE),OBC,OBC,1,Upgraded
175,IP,"Vardhman Mahavir Medical College, , New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
176,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
177,AI,"Sawai Man Singh Medical College, JAIPUR",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
178,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
179,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
180,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
181,AI,TOPIWALA NATIONAL MEDICAL COLLEGE,GMED,Reported,-,-,-,-,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,General,2,Upgraded
182,AI,MADRAS MEDICAL COLLEGE,RADD,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
